chunk_id,t_start,n_points,equation,loss,complexity,sim_ok,rmse_omega,rmse_omega_std,rmse_theta,rmse_theta_std,const,omega_coef,theta_coef,omega_theta_coef,omega2_coef,theta2_coef,omega3_coef,theta2_omega_coef,theta_omega2_coef,theta3_coef
2648,2648,300,x1 - x1,0.0,3,True,0.0,0.0,3.261276911011704e-12,1.6443257824289306e-12,0.0,,,,,,,,,
2797,2797,300,x1 - x1,0.0,3,True,0.0,0.0,3.261276911011704e-12,1.6443257824289306e-12,0.0,,,,,,,,,
2796,2796,300,x1 - (x1 - (x1 - x1)),0.0,7,True,0.0,0.0,3.261276911011704e-12,1.6443257824289306e-12,0.0,,,,,,,,,
2795,2795,300,x0 - x0,0.0,3,True,0.0,0.0,3.261276911011704e-12,1.6443257824289306e-12,0.0,,,,,,,,,
2794,2794,300,x0 + (x1 - (x0 + ((x1 + x0) - x0))),0.0,11,True,0.0,0.0,3.261276911011704e-12,1.6443257824289306e-12,0.0,,,,,,,,,
2649,2649,300,x1 - x1,0.0,3,True,0.0,0.0,3.261276911011704e-12,1.6443257824289306e-12,0.0,,,,,,,,,
2789,2789,300,x1 - x1,0.0,3,True,0.0,0.0,3.261276911011704e-12,1.6443257824289306e-12,0.0,,,,,,,,,
2788,2788,300,x1 - x1,0.0,3,True,0.0,0.0,3.261276911011704e-12,1.6443257824289306e-12,0.0,,,,,,,,,
2650,2650,300,x1 - x1,0.0,3,True,0.0,0.0,3.261276911011704e-12,1.6443257824289306e-12,0.0,,,,,,,,,
2879,2879,300,(1.0719454408914835 + (-0.9086835677010424 + -0.6645181273527679)) * (x1 - x1),0.0,9,True,0.0,0.0,3.261276911011704e-12,1.6443257824289306e-12,0.0,,,,,,,,,
2878,2878,300,(x1 - x1) * 0.47980207778175094,0.0,5,True,0.0,0.0,3.261276911011704e-12,1.6443257824289306e-12,0.0,,,,,,,,,
2714,2714,300,x1 * (x1 * (x0 - x0)),0.0,7,True,0.0,0.0,3.261276911011704e-12,1.6443257824289306e-12,0.0,,,,,,,,,
2357,2357,300,x1 - x1,0.0,3,True,0.0,0.0,3.261276911011704e-12,1.6443257824289306e-12,0.0,,,,,,,,,
2356,2356,300,(x1 - ((-0.4169939395706499 * (x1 - x1)) * x1)) - x1,0.0,11,True,0.0,0.0,3.261276911011704e-12,1.6443257824289306e-12,0.0,,,,,,,,,
2372,2372,300,(x1 - x1) * (x1 + (x1 + (x1 + 0.24682605155096235))),0.0,11,True,0.0,0.0,3.261276911011704e-12,1.6443257824289306e-12,0.0,,,,,,,,,
2371,2371,300,-1.6311311640375827 * ((x0 - x0) * (x0 + x1)),0.0,9,True,0.0,0.0,3.261276911011704e-12,1.6443257824289306e-12,0.0,,,,,,,,,
